,,Emissions Totals,,Emissions by Gas,,,,Emissions by Sector,,,,,,Energy Emissions by Sub-Sector,,,,,,Socio-economic Data,,
State,Year,Total GHG Emissions Excluding LUCF (MtCO2e),Total GHG Emissions Including LUCF (MtCO2e),Total CO2 (excluding LUCF) (MtCO2e),Total CH4 (MtCO2e),Total N2O (MtCO2e),Total F-Gas (MtCO2e),Energy (MtCO2e),Industrial Processes (MtCO2e),Agriculture (MtCO2e),Waste (MtCO2e),Land Use and Forestry (MtCO2e),Bunker Fuels (MtCO2e),Electric Power (MtCO2e),Commercial (MtCO2e),Residential (MtCO2e),Industrial (MtCO2e),Transportation (MtCO2e),Fugitive Emissions (MtCO2e),State GDP (Million US$ (chained 1997/2005)),Population (People),Total Energy Use (Thous. tonnes oil eq. (ktoe))
Maine,2001,25.43746692,4.660991266,23.54977477,0.629055719,0.814292122,0.441912525,23.03723143,1.260939014,0.437719246,0.699145449,-20.77647565,0.002431783,5.753934405,1.603022253,3.923168029,3.683519648,8.073587091,0,42570,1285692,11218.97777
Maryland,2001,89.03605529,83.02163781,81.09088423,2.887537889,3.083578009,1.97347812,80.43682651,3.64420661,1.836505893,3.117939236,-6.014417479,0.000577039,29.98736187,4.869574623,6.543849625,8.620104906,30.2714059,0.144529583,218594,5374691,36142.3928
Massachusetts,2001,89.10108939,82.71005852,83.56082166,1.264781654,1.964131506,2.31099217,83.62746515,2.385716515,0.26989005,2.817655279,-6.391030865,0.000362394,21.69682161,5.781542037,16.0817923,6.836673276,33.23063593,0,308710,6397634,38249.78304
Michigan,2001,218.3382264,227.9986672,196.7705875,10.59598979,7.685466832,3.286182207,192.4502263,11.20463881,6.719920345,7.963440951,9.660440779,0,71.98030336,10.7209178,23.73090957,25.4787458,59.47448988,1.064859856,363057,9991120,77719.30122
Minnesota,2001,118.4806025,94.59620806,95.84588009,6.8519033,14.08284377,1.699414771,96.47399615,2.258007901,17.94003766,1.808000214,-23.8843944,0.000560529,32.1744071,5.854541983,9.00668939,13.61753893,35.82081875,0,213203,4982796,43398.96385
Mississippi,2001,83.05194285,28.76076344,72.65108547,4.833480129,4.567520868,0.999856377,71.54306492,4.172746483,5.767868377,1.568263073,-54.29117941,0,30.12783162,1.642411612,2.436990438,10.9194166,25.54394956,0.872465087,76014,2852994,28609.83598
Missouri,2001,160.1601176,133.0775171,135.2529812,10.51302347,12.23643678,2.157676136,133.6441832,6.22868024,17.19023479,3.097019418,-27.08260053,0,66.83370887,5.219633001,8.556395192,11.42690871,41.59443971,0.013097703,204660,5641142,46127.39767
Montana,2001,43.22216557,-3.367464921,32.4671116,6.486767613,3.80372564,0.464560718,34.22248462,1.100950836,7.717091086,0.18163903,-46.58963049,0,17.98586953,0.863241104,1.392348661,4.114495233,7.889975433,1.976554661,26647,906961,8967.949935
Nebraska,2001,71.81401484,68.04160912,43.94958371,11.54418955,15.72646814,0.593773446,43.31049423,1.995853474,25.64899772,0.858669421,-3.77240572,0,20.58620188,1.74071967,3.006521334,5.905115072,12.01064794,0.061288329,66094,1719836,16478.10433
Nevada,2001,48.93315276,42.03228968,45.02794871,1.910446488,1.278442739,0.716314828,45.07241406,1.374384659,1.55136731,0.934986738,-6.900863088,0,24.0929058,1.446273477,1.987511628,2.454073739,15.08243985,0.009209556,88919,2098399,15682.80567
New Hampshire,2001,17.56918546,11.30103863,16.95040925,-0.27652846,0.484106481,0.411198183,17.26817676,0.422955796,0.159414951,-0.281362053,-6.268146825,0,4.160644726,1.39864021,2.856485497,1.227385432,7.625020899,0,48742,1255517,7720.948857
New Jersey,2001,131.0409736,126.7408351,123.76277,1.807033373,2.718309598,2.752860699,124.6851466,3.536518335,0.462399342,2.356909348,-4.300138534,0,18.65205027,9.604011079,16.61359382,14.5778948,65.23759664,0,402753,8492671,61716.03252
New Mexico,2001,76.17509312,73.72870305,59.01935971,14.21303254,2.318135738,0.624565135,68.423287,1.477985476,5.334845219,0.938975422,-2.446390069,0,30.3279377,1.771081871,2.599591657,7.837464584,16.33999041,9.547220774,60084,1831690,16609.79732
New York,2001,238.9581572,185.7828757,211.6077193,14.68714548,6.289315763,6.373976671,212.6959022,8.291449786,4.998184236,12.97262101,-53.17528151,0,54.96133466,30.82558923,38.90326117,16.59312738,70.90355179,0.509037947,895250,19082838,100659.8875
North Carolina,2001,165.288891,139.3908475,143.9464874,11.19786001,7.147633183,2.996484815,145.8470402,4.309952139,9.976657777,5.154815358,-25.89804346,0.000425568,66.93996737,4.54734957,6.901412141,15.62241474,51.83589633,0,320421,8210122,63906.70737
North Dakota,2001,60.71965698,59.86080828,48.60530532,4.333168982,7.53389679,0.247285887,49.60079356,0.488539337,10.29827447,0.332049613,-0.858848692,0,32.04833139,0.988113427,1.296157011,8.065435124,6.254957131,0.947799473,21576,639062,10248.74365
Ohio,2001,299.8022715,278.2191135,268.9104472,14.16864413,12.56504802,4.158127502,262.3366083,19.45526745,11.22708953,6.783301622,-21.583158,4.60E-06,115.9225903,11.18877452,19.6512899,39.12565507,71.78898232,4.659316224,420633,11387404,99558.6408
Oklahoma,2001,130.5888075,120.7577982,103.8970471,18.45914513,7.011559039,1.221056206,110.4170493,3.924177486,13.78444047,2.463140264,-9.83100924,0,43.52857726,2.63596287,4.135890043,17.94349852,34.44797986,7.725140715,114636,3467100,37685.18652
Oregon,2001,51.39920866,59.84134806,41.96738693,4.029018884,3.411634522,1.983933648,41.88535097,3.177516537,4.833875682,1.495230792,8.442139398,0.007234679,8.553923348,2.193152996,2.851177461,5.607193711,22.67473326,0.0051702,119665,3467937,25906.77813
Pennsylvania,2001,299.2728182,277.4740336,271.1451591,17.40290266,6.531060897,4.162962631,278.3318947,13.37032433,6.179841491,1.360024851,-21.79878462,0.030732872,106.2357764,12.79147468,24.6465188,47.79225805,73.39979112,13.46607556,453854,12298970,96636.57343
Rhode Island,2001,13.60098719,13.00882254,13.0240712,-0.04092346,0.28344052,0.334398931,12.56983869,1.054658397,0.039083531,-0.062593431,-0.592164656,0,3.216912897,1.263367879,2.61133927,0.556361192,4.921857457,0,39864,1057142,5088.853019
South Carolina,2001,90.92834447,47.48167708,82.25393358,4.050315155,2.925736553,1.697413221,81.18509512,4.243824563,2.261330522,3.23714831,-43.44666738,0.000945952,34.14552488,1.705452662,2.222219205,14.42056479,28.69133358,0,132206,4064995,39008.21472
South Dakota,2001,30.78310357,30.79041085,14.34056725,7.085731466,9.104222218,0.252582641,13.96787215,1.057574572,15.3698417,0.38781515,0.007307274,0,3.841465454,0.718140183,1.147921429,2.032976718,5.996253103,0.231115261,27610,757972,6343.111575
Tennessee,2001,144.5061319,115.7049055,130.0219283,6.422601135,5.794184449,2.267418006,128.5221652,6.180244419,6.581062811,3.222659519,-28.80122641,0,55.17237116,3.825173223,4.617653895,21.35356485,43.38291575,0.170486285,200084,5750789,55374.83612
Texas,2001,800.2134901,770.9550525,710.0549868,57.69801408,23.95364407,8.428846967,729.3112167,19.63890479,38.82189955,12.36347086,-29.25843761,0.077998132,219.7461653,11.87295244,14.08373838,262.3784867,197.5837633,23.6461106,891618,21319622,308768.1263
Utah,2001,71.36752256,44.06884509,63.30193879,5.222163287,2.091956299,0.751464183,65.42666658,1.984538213,3.260100089,0.696217679,-27.29867748,0,32.15221653,2.282686097,3.31541426,9.313288634,15.77485727,2.588203798,81074,2283715,17861.18312
Vermont,2001,8.041284438,4.818405094,6.666650312,0.626044691,0.526006142,0.222583292,6.915919907,0.246764702,0.940401071,-0.061801242,-3.222879344,0,0.050870695,0.796150721,1.597350907,0.488849523,3.982698062,0,20442,612223,3724.774706
Virginia,2001,142.5803822,120.2303345,122.6804939,12.24701321,5.190999112,2.456297902,127.9833225,4.605424745,5.303675366,4.682381473,-22.35004777,0.005578162,41.9013873,5.399323791,7.5410127,16.65463591,50.7959356,5.691027196,311397,7198362,58535.66949
Washington,2001,93.97356437,55.56100711,81.23304643,4.796717791,4.613190084,3.28602929,81.75882055,4.571873488,5.665743224,1.932546334,-38.41255725,0.044580772,13.95915509,3.936406726,6.179734036,13.20314573,44.41101973,0.069359236,255435,5985722,50189.29232
West Virginia,2001,130.2653585,98.2716398,106.3814172,21.62365771,1.471004097,0.789279502,124.3549119,3.178930111,1.125922432,1.605594096,-31.99371869,0,74.09501279,1.937173022,2.440009317,13.47786504,13.05835841,19.34649327,49945,1801481,18463.50342
Wisconsin,2001,126.8267762,139.2001218,106.4302905,10.67860182,7.896944604,1.820939353,107.4043562,2.954455937,12.80586734,3.662096797,12.37334559,0,43.6204638,5.417365595,9.837982736,17.21032474,31.3182193,0,200717,5406835,46635.84954
Wyoming,2001,78.44070546,78.8689755,64.24820002,11.53938274,2.457998339,0.19512436,75.14772408,1.073603508,1.958441972,0.260935906,0.428270041,0,43.76007209,1.006366605,0.798255397,9.945847591,8.029332425,11.60784997,24804,494657,11051.12338
United States,2001,6835.353131,6007.37208,5925.337779,478.9272322,326.9705912,103.7806438,6012.635344,256.5696216,423.2085726,142.602708,-827.9810511,0.336885337,2218.351654,230.9639063,371.4377055,1093.383174,1940.717508,157.7813953,11365110,284968955,2422745.009
Alabama,2002,164.9156551,123.8296117,143.0689335,15.4520861,4.718101519,1.668330507,147.5027551,8.469679923,4.92080969,4.014206892,-41.0860434,0.008203543,75.99232048,2.006214614,3.291178573,21.99301052,34.97217858,9.247852323,137086,4480089,49868.19931
Alaska,2002,50.98368845,19.88930275,44.38699464,6.080028692,0.301368126,0.214892105,49.34091222,1.153290586,0.057879571,0.431201189,-31.0943857,0.000404884,3.265261821,2.079246761,1.651639481,21.10590729,15.26039035,5.978466511,37111,642337,18471.76888
Arizona,2002,96.67921598,99.54855201,88.83987109,2.168805542,3.071006466,2.599532882,89.25987851,3.890617767,3.916268499,-0.387548799,2.86933603,0,44.72562864,2.179845469,2.209699905,4.344536364,35.70992381,0.09024432,189985,5396255,33156.74689
Arkansas,2002,81.59851597,54.85875947,64.64898107,8.673241227,7.297675177,0.978618495,63.53398736,4.592760076,11.92033159,1.551436938,-26.7397565,0,25.40743707,2.141121989,2.640481376,10.6748004,21.2134738,1.456672725,80583,2705927,28295.06806
California,2002,457.1008814,423.2004499,394.1807423,32.01137446,18.54082004,12.27630196,399.7475209,19.09874495,26.87644992,11.28652299,-33.90043159,0.091642668,43.78025386,14.31174277,28.97325896,76.37544382,231.9865047,4.32031681,1502642,34871843,201927.5384
Colorado,2002,115.777483,104.7898556,91.67381775,17.56456639,4.920207321,1.618891509,102.6136801,2.855452772,8.769159716,1.539190397,-10.98762742,0,39.78747276,4.362041735,7.644005619,12.01331442,28.01194254,10.79490302,204515,4490406,34108.63572
Connecticut,2002,44.53741418,46.44978502,41.6837084,0.619841268,1.067370917,1.166493597,40.95518692,1.94788595,0.286277733,1.348063586,1.912370835,0,8.52356287,4.126487246,8.219352329,2.417294381,17.66849009,0,183310,3458749,20574.5224
Delaware,2002,17.16456991,15.99090322,15.89914126,0.309802685,0.738071184,0.217554788,16.17011562,0.222923698,0.550501382,0.221029208,-1.173666691,0,5.066034188,0.744813177,1.190187189,4.004477151,5.16460392,0,47500,806169,7784.854985
District Of Columbia,2002,5.378233141,5.322748426,4.92609694,0.054836885,0.108515831,0.288783486,4.297829906,1.024733848,0,0.055669386,-0.055484715,0,0.267880671,1.324910447,0.934329392,0.068394153,1.702315244,0,75948,573158,4856.260921
Florida,2002,271.8643172,237.7971832,247.0498199,10.74514628,8.160896812,5.899725007,244.5064268,9.739850503,6.177651616,11.43165913,-34.06713404,0.008729186,119.0011932,5.030515366,1.415548971,12.90638601,106.0997676,0.053015622,583005,16689370,104587.7204
Georgia,2002,183.686168,138.3284595,166.9704934,6.729287018,6.919935547,3.066452011,168.2896302,5.457433194,5.910908797,4.028195818,-45.35770851,0,73.68831235,3.385182714,7.726773066,19.12012696,64.36923506,0,337679,8508256,73946.77332
Hawaii,2002,22.95986987,22.70907421,20.95559767,1.094575676,0.501228219,0.408468307,20.63491418,0.86092906,0.457248465,1.006778162,-0.250795661,0,8.349297424,0.313002853,0.077508918,1.508027105,10.38707788,0,49595,1239613,7179.787937
Idaho,2002,25.91573349,26.2285023,15.71319444,5.688584318,3.742482167,0.771472571,15.49754711,1.426431425,8.422430266,0.569324697,0.312768802,0,0.143563865,0.988764953,1.438063227,3.799739948,9.127415112,0,40225,1340372,12511.86728
Illinois,2002,269.6669934,263.726588,234.0636742,12.6362242,18.6425811,4.324513954,232.4459991,12.36830951,18.66983007,6.182854701,-5.940405451,0,86.81784389,12.44959469,26.36302298,38.45234682,65.45391034,2.909280419,540839,12525556,98323.55912
Indiana,2002,267.6221308,248.9692291,246.3248991,7.513777103,11.22042787,2.563026709,231.9821573,20.55981771,11.12708055,3.953075258,-18.65290167,0,112.2496433,5.901943282,10.27548363,54.20039655,47.77672126,1.577969219,224552,6155967,71979.44232
Iowa,2002,114.8204384,99.59220997,80.49053186,12.97787803,20.31070675,1.041321807,79.61718249,3.01797986,30.52080284,1.66447326,-15.22822848,0,35.48190246,3.653773603,5.313246489,15.10917821,20.05908173,0,106125,2934234,30059.59286
Kansas,2002,107.3830373,99.93739354,79.19233728,15.48486894,11.74603298,0.95979806,80.37320876,4.63113696,20.57605397,1.802637563,-7.445643721,0,37.65169158,2.452282648,4.410628116,13.37148522,18.63595306,3.851168139,100110,2713535,27325.74113
Kentucky,2002,172.0886874,151.1797692,152.6249551,11.76514125,5.685950845,2.01264017,156.0114198,6.016808642,7.546710159,2.513748805,-20.90891818,0,87.38918641,3.06799687,4.094221652,21.62025818,34.26247204,5.577284619,132016,4089875,49119.99866
Louisiana,2002,238.093138,213.9690345,220.3868931,12.00329952,4.00675075,1.652289168,223.1564101,6.937573968,5.179584711,2.775663831,-24.12410349,0.043905438,41.47367016,1.948965672,2.954260113,113.9095816,56.15185226,6.718080317,173671,4497267,104453.3311
Maine,2002,26.89453776,17.80741144,25.04917031,0.63081101,0.775112604,0.434427144,24.50196471,1.257987435,0.445875389,0.683693535,-9.087126316,0.005016689,5.935474816,1.82252131,3.52840765,4.091476426,9.124084509,0,43636,1295960,11251.28363
Maryland,2002,88.8232571,82.77588988,81.42748922,2.586918481,2.707564104,2.101285293,80.34440451,3.988816072,1.588915067,2.90112145,-6.047367219,0,30.36184674,4.883184048,6.810983303,8.384757978,29.73454106,0.169091381,225324,5440389,38292.69792
Massachusetts,2002,89.88734896,83.47070949,84.57501288,1.065792821,1.795443747,2.450946315,84.38848182,2.528389421,0.259990225,2.710334296,-6.416639477,0.000153195,22.598766,5.902593772,15.99865154,6.683112015,33.20535849,0,309194,6417206,38650.53192
Michigan,2002,217.6951531,214.7567867,196.173629,10.46437567,7.621366744,3.435781688,191.9495944,11.07190752,7.024697279,7.648953883,-2.938366425,0,70.33453353,10.98487628,24.95015973,24.19955213,60.39262467,1.087848101,373547,10015710,79132.29191
Minnesota,2002,121.4210692,62.9357663,98.24286115,6.890707444,14.51020357,1.776753653,98.62216901,2.369813393,18.54511158,1.883431835,-58.48530285,0.000543329,32.82041526,6.388236278,9.403684453,13.7558596,36.25397342,0,217934,5018935,45025.84855
Mississippi,2002,76.50248262,22.21184159,66.01277862,4.934192563,4.518233942,1.037277499,64.31576307,4.647299916,5.853566311,1.685853324,-54.29064104,0,22.87208247,1.500123184,2.110378369,10.96736654,25.97789038,0.887922129,76705,2858681,29674.08973
Missouri,2002,160.0633122,110.0616698,135.8528424,10.46425304,11.48871586,2.257500946,133.8983371,6.47420098,16.66838515,3.022388961,-50.00164237,0,67.33285338,4.641924403,7.929584885,11.60904452,42.37558283,0.009347084,208039,5674825,46493.54753
Montana,2002,41.86287808,-4.721346655,31.40362508,6.365534656,3.597596183,0.496122153,33.18933229,1.093832752,7.442126919,0.137586113,-46.58422473,0,16.29853565,0.917580537,1.460964025,4.625167966,7.890719068,1.996365047,26929,911667,9554.520494
Nebraska,2002,69.77321651,65.94555795,43.45736347,11.36822217,14.32860555,0.619025315,42.67979348,2.116417933,24.08489273,0.892112366,-3.827658557,0,19.98210767,1.652446509,2.914891686,5.778583796,12.29019065,0.061573167,66640,1728292,16761.95237
Nevada,2002,45.78690303,38.8771295,41.90364744,1.956817315,1.159889849,0.766548429,41.90795288,1.384394627,1.47865716,1.015898363,-6.909773536,0,20.96500187,1.475980426,2.011039252,2.193957029,15.25305982,0.008914488,91013,2173791,15499.25195
New Hampshire,2002,18.24400407,11.95798645,17.68044305,-0.31777955,0.45039179,0.430948778,17.94677328,0.442777486,0.159645364,-0.305192061,-6.286017624,0,4.315215724,1.39596724,2.665923061,1.112001939,8.457665317,0,50074,1269089,7969.618285
New Jersey,2002,130.6226379,126.2596029,123.3069785,1.958975187,2.463856787,2.892827417,124.1913125,3.708937299,0.399500834,2.322887247,-4.363034979,0,19.06034967,9.588301184,15.95651607,13.7814289,65.80471672,0,408423,8552643,62524.73736
New Mexico,2002,73.60172303,71.15615477,55.9919958,14.7898744,2.187975781,0.631877047,65.72198664,1.438125787,5.445467281,0.996143325,-2.445568262,0,28.53166477,1.744223554,2.373538768,7.139104225,16.03194195,9.901513367,61520,1855309,16547.88196
New York,2002,234.0669479,181.0601015,206.2052296,15.23278299,5.926905324,6.702030029,206.7452063,8.715398875,5.069353586,13.53698914,-53.00684637,0,50.81471268,31.37372546,36.65041024,15.13195474,72.2140691,0.560334103,891501,19137800,100890.5393
North Carolina,2002,166.6682696,140.6797852,145.2230019,11.63793046,6.653089785,3.153959139,146.8290024,4.481825739,9.82165298,5.535500121,-25.98848443,0.000288406,69.40317399,4.050299226,6.436234435,14.75241702,52.18687773,0,324302,8326201,64472.33708
North Dakota,2002,60.29819897,59.48993161,48.42586473,4.224704743,7.417147149,0.230482355,49.32947316,0.51266598,10.19218727,0.263872558,-0.808267367,0,32.43703783,1.019858749,1.269216804,7.497012266,6.202886118,0.903461398,22657,638168,10085.97958
Ohio,2002,302.2381477,280.5942124,273.1777605,14.25241222,10.50154618,4.306427108,267.6168186,18.05203121,9.49933917,7.069957025,-21.6439353,1.61E-06,121.9378702,11.14511006,20.69010733,37.37212479,72.07193255,4.399673735,429847,11407889,98173.64684
Oklahoma,2002,131.2414115,121.4367031,104.1368408,18.90878172,6.954390875,1.241398141,110.4775552,4.260256908,14.06683616,2.436763221,-9.80470846,0,45.93138452,2.527368306,4.418802204,17.57417345,32.19830188,7.827524853,115276,3489080,36475.15322
Oregon,2002,50.07664886,58.57734962,40.30321643,4.239890415,3.56075008,1.961306253,40.23943288,3.019389596,5.237428798,1.568911908,8.500700767,0.01148568,6.401268138,2.109738091,2.839523275,5.895711626,22.98853857,0.00465318,125520,3513424,25797.68916
Pennsylvania,2002,304.5035116,276.8368091,277.9148706,16.10590818,6.164487589,4.294329942,283.8778714,13.77886127,6.106372304,0.716491346,-27.66670249,0.023915242,113.5378638,12.76813954,23.98160341,47.34987087,73.48216916,12.75822464,463831,12331031,98152.95798
Rhode Island,2002,13.17356077,12.57919431,12.47418626,0.086968028,0.261626137,0.350780349,11.97330642,1.096958643,0.035682687,0.067613024,-0.59436646,0,2.929385717,1.167536478,2.497282047,0.520959562,4.858142612,0,41508,1065995,5063.351047
South Carolina,2002,92.28537369,48.7998117,83.67137045,4.129134737,2.729058024,1.754481548,82.46517395,4.294811717,2.128867064,3.395192025,-43.48556199,0.001328933,34.81820886,1.660512761,2.201336096,14.61356456,29.17155167,0,134397,4107795,39989.71305
South Dakota,2002,29.90223255,29.93566834,14.62605985,6.979264902,8.032663411,0.264244391,14.18595126,1.096358091,14.22710499,0.392818213,0.033435782,0,3.341410627,0.709455032,1.187376642,2.230653194,6.501993366,0.215062397,29734,760020,6830.496598
Tennessee,2002,144.0391137,115.4548391,129.4137729,6.906574616,5.375729429,2.343036729,127.4544177,6.666379438,6.434847872,3.483468632,-28.58427455,0,52.71662359,3.748408346,4.71106804,20.41351743,45.69276069,0.172039611,206386,5795918,56014.62818
Texas,2002,816.5562118,788.0830237,725.4635239,58.86336123,23.52249249,8.697443675,744.6207868,19.89955713,38.89585926,13.13061813,-28.4731881,0.009390486,226.1529975,14.35664112,13.99026595,262.2934303,203.8444824,23.98296947,912837,21690325,316578.5336
Utah,2002,70.39809457,43.0828749,62.48321812,5.147102838,1.973765203,0.794008403,64.59147694,1.857465625,3.20888893,0.740263077,-27.31521967,0,33.34601723,2.594245105,3.556962339,6.378733519,16.31092667,2.404592071,81865,2324815,17353.58804
Vermont,2002,7.749709919,4.522304673,6.416501407,0.630740421,0.495215779,0.207252312,6.636636319,0.234494943,0.929582056,-0.0510034,-3.227405246,0,0.030347947,0.736128686,1.496217837,0.474044835,3.899897013,0,20954,615442,3740.474042
Virginia,2002,141.1267439,118.6443945,121.5551552,12.16776789,4.816173445,2.582963087,126.2725944,4.734681997,5.086021904,5.028761333,-22.48234945,0.004684322,40.98525315,5.055655694,7.341091382,16.39035379,50.85889217,5.641348199,315625,7286873,59322.29949
Washington,2002,87.57021476,49.12629392,74.85158912,4.921399772,4.377436319,3.400834349,75.33865964,4.55541554,5.565291116,2.091893262,-38.44392084,0.018955202,11.39202438,3.378444074,5.70846314,11.78030462,42.99202402,0.087399406,257788,6052349,46540.56994
West Virginia,2002,141.8835522,109.8796569,118.880714,20.68867516,1.487439649,0.826723373,135.9340567,3.17272735,1.158878727,1.617889393,-32.00389531,0,85.85976799,1.67567407,2.235944136,14.94271978,12.84536903,18.3745817,50571,1805414,19082.37983
Wisconsin,2002,128.0017879,95.61577716,107.6555027,10.64234861,7.798351987,1.905584553,108.3890825,3.074851025,12.89185231,3.646002058,-32.38601071,0,43.29266901,5.824983708,10.5548394,17.43862068,31.27796968,0,204439,5445162,47674.42492
Wyoming,2002,77.9152782,78.34166603,63.25113754,12.18272836,2.281943745,0.199468562,74.7184573,1.121063911,1.806305496,0.269451494,0.42638783,0,42.25783146,0.948151779,0.914527657,10.15960606,7.958317933,12.48002242,25247,500017,11059.69124
United States,2002,6869.109705,5912.552969,5970.288036,480.6805381,309.6352987,108.2771831,6047.290588,261.420456,413.6451635,146.5248482,-956.5567353,0.228648806,2228.056853,232.2164819,371.6188851,1084.525891,1974.362761,156.509716,11559801,287625193,2460739.142
Alabama,2003,166.4707263,119.4287191,144.3505987,15.7942396,4.610850911,1.707373205,148.5666423,8.859544321,5.019180421,4.017695423,-47.04200723,0.007663819,76.71998279,2.11810918,3.132811561,23.29482741,33.83522808,9.465683274,140020,4503491,49674.94375
Alaska,2003,50.83536643,19.74034667,44.34811914,5.961917509,0.300656625,0.224190254,49.29773663,1.045186048,0.060487673,0.431473175,-31.09501977,0.000482905,2.978965273,1.956015373,1.691504856,20.89095147,15.98341199,5.796887669,36288,648414,18486.00664
Arizona,2003,98.86596664,101.7631967,90.8071849,2.194494439,3.16328362,2.701003678,91.05084218,4.109916999,4.010788693,-0.305581233,2.897230023,0,45.85981523,2.06012561,2.178745698,4.105997475,36.76081378,0.085344387,199895,5510364,33640.27638
Arkansas,2003,82.91482227,53.46844301,65.48226495,8.904401118,7.521050844,1.007105361,64.42867652,4.685206765,12.156538,1.644400996,-29.44637926,0,26.1843169,2.189627523,2.5073498,10.78352145,21.13165323,1.632207621,83054,2724816,27835.32698
California,2003,446.7868922,413.1387005,382.6275595,33.15307193,18.17457249,12.79993932,387.5135619,19.57220693,25.98017583,13.68919854,-33.64819166,0.031748937,42.76109432,14.08162054,28.66349239,76.03264661,221.6734768,4.301231239,1549596,35253159,199006.983
Colorado,2003,114.5676523,103.5997648,90.81846611,17.25373852,4.817209421,1.678238227,100.9507643,3.027308642,8.877789768,1.711789576,-10.96788744,0,39.92244156,4.212999934,7.704729773,11.41544429,27.4802527,10.21489603,205386,4528732,34140.71479
Connecticut,2003,47.32337816,49.22956466,44.40127773,0.701062028,1.011426761,1.209611634,43.56491169,1.859497565,0.259563295,1.639405611,1.906186508,0,7.776751106,4.955130237,9.786008394,2.874556786,18.17246516,0,184469,3484336,22568.31295
Delaware,2003,17.82078097,16.64185758,16.55738989,0.289949924,0.753168414,0.220272744,16.81691802,0.225448664,0.569190739,0.209223542,-1.178923388,0,5.8091128,0.797636252,1.317365406,3.837168797,5.055634769,0,50084,818003,7660.117078
District Of Columbia,2003,5.019667126,4.967910492,4.547460011,0.055579995,0.116022941,0.300604178,4.056067593,0.908097507,0,0.055502026,-0.051756633,0,0.082225205,1.204577775,0.992026154,0.104003799,1.673234659,0,77609,568502,4766.752023
Florida,2003,276.9283661,242.8949316,251.4021537,11.47798306,7.871032141,6.159684248,248.519073,10.04049196,5.989921297,12.36136688,-34.03343444,0.017512957,123.7547122,4.973638043,1.446022753,13.83809391,104.4596737,0.046932376,610448,17004085,104959.8174
Georgia,2003,186.7784439,141.3432336,170.0194903,6.825831448,6.747722561,3.183428558,171.0421043,5.499711343,6.080714106,4.153943093,-45.43521023,0.001971024,73.74723569,3.442370895,7.986908116,19.76398434,66.10160527,0,343372,8622793,74479.51758
Hawaii,2003,24.04726544,23.79997716,22.02814611,1.095774311,0.497159241,0.426117264,21.68569334,0.870848383,0.4567507,1.033904508,-0.247288274,6.85E-05,7.773128612,0.281561866,0.064846833,1.533073597,12.03308243,0,51684,1251154,7620.326946
Idaho,2003,25.46119721,25.79596267,15.08839302,5.730272447,3.850301881,0.792229862,14.85822771,1.427970962,8.588491453,0.586507085,0.334765459,0,0.512906895,0.872453679,1.322605922,3.470387757,8.679873461,0,41272,1363380,11842.28931
Illinois,2003,271.8089817,261.719682,237.3665568,12.24246801,17.75272644,4.447230498,234.8490346,12.77244791,17.84648261,6.341016632,-10.08929973,0,86.82832819,12.93103872,26.97171859,37.48822694,68.15851904,2.471203076,551750,12556006,98992.6331
Indiana,2003,274.4663249,256.0783233,253.4495142,7.412228754,10.99035525,2.614226702,237.8038669,22.07556495,10.93488284,3.652010238,-18.38800163,0,113.9946195,6.779249442,11.20907535,54.83207044,49.21743601,1.771416145,232875,6196638,74033.10707
Iowa,2003,113.0508116,97.44197252,80.10686491,13.54416466,18.33165098,1.068131067,79.23456574,2.974233432,29.17597037,1.666042078,-15.6088391,0,35.64415049,3.787346151,5.424082312,14.18850417,20.19048261,0,110158,2941999,29933.56977
Kansas,2003,110.2159036,99.6185056,80.22389159,16.98220763,12.02394679,0.985857554,82.66694971,3.443155739,22.04263774,2.063160381,-10.59739797,0,37.47833643,2.429611672,4.440692318,14.00656161,20.36382627,3.947921418,102641,2723004,28355.64785
Kentucky,2003,168.2303381,146.3221164,148.8886351,11.44489171,5.854535395,2.042275868,151.6374731,6.169045332,7.982680198,2.4411395,-21.90822172,0,85.5252633,2.979739022,4.363900817,20.82489849,32.7770811,5.166590361,133652,4117170,47454.735
Louisiana,2003,233.4124104,209.2993146,215.5116276,12.23074158,3.967944452,1.681771926,218.6435573,6.319769309,5.579497803,2.849261148,-24.1130958,0.020324883,39.01655425,2.42770082,2.807446646,112.082233,55.85044773,6.45917486,181447,4521042,100455.8717
Maine,2003,26.50771254,17.42529069,24.69634678,0.610912505,0.746350829,0.451959567,24.22528772,1.220086266,0.436473257,0.623722434,-9.082421857,0.002142868,4.801131791,2.32781879,4.828586342,2.551924492,9.715826306,0,44224,1306513,11350.31796
Maryland,2003,91.49436104,85.44958596,84.02619236,2.575663691,2.713904179,2.178490575,82.99552538,3.97069473,1.643793188,2.884237512,-6.044775081,0.000110232,31.24511575,5.342867069,7.503929656,8.020577856,30.71805348,0.164981562,230719,5496269,39554.16356
Massachusetts,2003,90.96048071,84.56112307,86.05290941,0.684341205,1.696704114,2.526241448,85.76210849,2.601174781,0.252121284,2.344791623,-6.399357645,0.00028454,24.70515835,7.12692228,16.48304946,4.430841818,33.01613658,0,313816,6422565,37769.6807
